,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
34494,0.0,22,0,0.0,898.0,2,0,0,0,0.0
148668,0.002162459,70,0,0.29585207399999996,4001.0,8,0,1,0,0.0
12787,0.401406479,46,0,0.143180909,7500.0,4,0,0,0,0.0
4990,0.331633367,57,0,0.5266673620000001,9580.0,9,0,1,0,3.0
104618,0.009318950999999999,51,0,0.291070893,10000.0,11,0,2,0,0.0
31919,0.057233077,68,0,0.011225863999999999,2226.0,6,0,0,0,0.0
91073,0.316048854,40,0,179.0,,1,0,0,0,0.0
56818,0.069539689,68,0,94.0,,14,0,0,0,0.0
85714,0.0069053709999999996,76,0,0.136931534,2000.0,3,0,0,0,0.0
54955,0.013186676000000001,81,0,1980.0,,6,0,2,0,0.0
45195,0.9999998999999999,46,0,0.182908546,2000.0,1,0,0,0,1.0
124903,0.003765492,28,0,0.167056987,3842.0,5,0,0,0,0.0
126747,0.817163548,55,0,2461.0,,12,0,1,0,2.0
15783,0.157744781,50,0,0.204185809,5876.0,7,0,0,0,0.0
54519,0.9780439120000001,23,0,0.22555317600000002,1400.0,3,0,0,0,0.0
48234,0.9999998999999999,42,1,0.004877369,7175.0,4,0,0,0,3.0
140292,0.846088762,71,0,0.413891532,1050.0,4,0,0,0,0.0
98034,0.9999998999999999,83,0,0.23431427,1800.0,2,0,0,0,0.0
30036,0.33722616,59,0,0.572582196,5200.0,14,0,2,0,0.0
58559,0.34055285399999996,36,0,0.141892905,6666.0,5,1,0,0,2.0
37914,0.0,85,0,0.0,3000.0,4,0,0,0,0.0
18479,0.016846855,37,0,0.309130067,13000.0,17,0,2,0,2.0
52939,0.015746829,74,0,0.117024405,3400.0,10,0,0,0,0.0
29538,0.004737181,84,0,0.0018344420000000001,4360.0,5,0,0,0,0.0
123194,0.9999998999999999,80,1,536.0,,7,0,0,1,0.0
63076,0.698129485,57,0,0.484748348,3933.0,12,0,1,0,1.0
45340,0.035034477,67,0,0.48557555,3500.0,13,0,2,0,0.0
16228,0.154241645,29,0,0.222472755,2660.0,5,0,0,0,0.0
105689,0.049065030999999995,78,0,0.184979447,9000.0,3,0,1,0,2.0
123333,0.021686342999999997,60,0,0.080647911,5864.0,7,0,0,0,0.0
68092,0.9999998999999999,22,0,3.0,,1,0,0,0,0.0
60492,0.008625787,64,1,2.370629371,1000.0,11,0,1,1,0.0
23853,0.022531736,53,0,0.443826799,3417.0,6,0,1,0,1.0
129287,0.031490633,51,0,193.0,,2,0,0,0,0.0
124929,0.068652335,71,0,0.189937107,4769.0,11,0,1,0,0.0
133779,0.311586328,50,0,0.197353604,10655.0,8,0,2,0,2.0
138960,0.050913528,45,0,0.278672133,10000.0,10,0,1,0,2.0
89168,0.000939475,54,0,1.0,,5,0,0,0,0.0
119546,0.002229421,66,0,0.5224925020000001,3000.0,11,0,1,0,0.0
132615,0.067229045,70,0,0.258122099,2800.0,4,0,0,0,0.0
133575,0.091483396,56,1,0.115109969,3500.0,6,0,0,0,0.0
44586,0.081682101,41,2,0.255725617,8950.0,12,1,1,2,1.0
41551,0.09205507,48,0,0.167470015,8920.0,13,0,1,0,1.0
106048,0.298180121,41,0,0.364357262,9583.0,9,0,2,0,2.0
58630,0.9999998999999999,41,0,0.022419187,1917.0,0,2,0,0,0.0
94937,0.13499665800000002,62,0,0.554613157,4833.0,11,0,2,0,1.0
50524,0.414885851,47,2,0.637425193,6850.0,16,0,2,0,0.0
3715,0.209296363,48,2,0.272727273,5400.0,8,0,1,0,1.0
125287,0.065178242,63,0,173.0,,13,0,0,0,0.0
65222,0.0006922539999999999,82,0,0.0,,3,0,0,0,0.0
62219,0.045443182,43,0,0.073121965,3500.0,6,0,0,0,1.0
102276,0.81007597,50,0,0.346454826,4216.0,7,0,0,1,2.0
87664,0.328135033,54,0,0.321790949,6208.0,14,0,1,0,2.0
22199,0.0,50,0,0.44263934,4000.0,9,0,2,0,0.0
76367,0.190766593,52,1,5371.0,,19,0,3,0,2.0
103063,0.020628866000000003,76,0,16.0,,1,0,0,0,0.0
75540,0.0,58,0,0.129961776,3400.0,5,0,1,0,0.0
60086,0.0,52,0,151.0,,4,0,0,0,
91437,0.07185035099999999,45,0,1.003074558,1300.0,6,0,1,0,0.0
5814,0.0,61,0,811.0,,8,0,2,0,0.0
88741,0.248612923,56,0,0.720879853,6000.0,24,0,2,0,1.0
28666,0.9999998999999999,33,0,0.253540683,3600.0,3,0,1,0,2.0
19775,0.5216019479999999,29,0,0.09501752599999999,15975.0,10,0,0,0,0.0
62308,0.008926106999999999,63,0,0.007358768000000001,8832.0,5,0,0,0,0.0
74834,0.140416262,41,0,1.2462863929999999,3365.0,11,0,6,0,2.0
141792,0.257163372,78,1,2.523076923,649.0,23,0,1,0,0.0
660,0.133688867,49,0,0.09352218300000001,4800.0,7,0,0,0,2.0
3428,0.404801425,56,0,0.038004622,110775.0,12,0,2,0,0.0
119781,0.13515906800000002,79,0,193.0,,4,0,0,0,
4194,0.33634222399999997,60,0,0.267715259,18500.0,14,0,2,0,1.0
33855,0.0,25,0,0.225887056,2000.0,7,0,0,0,0.0
99146,0.0,55,2,0.319024008,7663.0,9,0,1,0,2.0
95892,0.030320346,83,0,0.248677249,3401.0,7,0,1,0,0.0
131543,0.647021594,57,0,0.492104534,10828.0,10,0,3,0,1.0
102753,0.682263547,33,0,0.5472972970000001,4883.0,7,0,3,0,0.0
59153,0.962874315,57,0,0.546627886,5500.0,9,0,2,0,0.0
149030,0.334835575,53,2,0.383595851,5205.0,8,0,1,3,5.0
83785,0.02102914,43,0,0.170775171,3366.0,3,0,1,0,2.0
33904,0.0,48,1,0.059623910999999995,13081.0,7,0,0,0,1.0
146680,0.074075387,36,0,0.029532031,2200.0,6,0,0,0,0.0
128206,0.156149676,42,0,0.556205803,4100.0,12,0,2,0,1.0
114321,0.735316161,51,1,0.147770446,5000.0,9,0,0,0,1.0
136921,0.004582951,80,0,0.20987916,4716.0,6,0,1,0,0.0
26237,0.38114987100000003,52,1,0.466748768,3247.0,10,0,1,0,0.0
85340,0.433724489,43,0,2398.0,,7,0,2,0,0.0
51531,0.561071015,38,1,0.30173965199999997,5000.0,8,0,0,0,2.0
126543,0.062167384000000006,43,0,0.41182078200000005,3146.0,5,0,1,0,0.0
122222,0.690591408,45,2,0.324546485,10583.0,8,0,2,0,0.0
67701,0.30414717,34,0,0.13243762,3646.0,5,0,0,0,1.0
17234,0.001051541,72,0,0.366706876,4144.0,15,0,0,0,0.0
65601,0.526133988,31,0,0.43433955,5200.0,8,0,1,0,1.0
90661,0.585429315,58,3,5478.0,,15,0,2,0,1.0
109577,0.853302475,56,0,0.341384863,7451.0,18,0,0,0,0.0
60157,0.26057019600000003,64,0,0.624835543,19761.0,27,0,11,0,0.0
88978,0.036879508,71,0,82.0,,12,0,0,0,0.0
90254,0.0,35,2,0.217477808,6533.0,6,0,2,0,1.0
61297,0.045749047,80,0,868.0,,12,0,1,0,0.0
20563,0.0,38,1,1878.0,,9,0,1,0,0.0
117526,0.01165319,85,0,0.30045321199999997,3750.0,17,0,1,0,0.0
57223,0.12432247,62,0,0.318470844,12895.0,13,0,2,0,1.0
47397,0.9999998999999999,29,0,0.0,2600.0,0,0,0,0,1.0
116072,0.101717888,67,0,2369.0,,8,0,1,0,0.0
122513,0.48384353700000005,40,0,0.11848025300000001,6000.0,9,0,0,0,2.0
101321,0.066239594,55,0,0.046655558,4200.0,14,0,0,0,1.0
119789,0.020523977,71,0,1.477707006,627.0,9,0,1,0,0.0
51212,0.659129365,56,0,0.6613545820000001,3011.0,5,0,1,0,0.0
119329,0.020385002,60,0,0.0039994290000000005,7000.0,5,0,0,0,0.0
64402,0.449045551,25,0,0.151881351,3640.0,5,0,0,0,0.0
129107,0.015941259,40,0,1.00479693,3126.0,10,0,1,0,0.0
118117,0.023713116,66,0,0.014712506,6660.0,12,0,0,0,0.0
147260,0.39709386399999996,59,0,0.160907356,4716.0,5,0,0,0,1.0
19665,0.183981602,27,1,1413.0,0.0,3,0,1,0,0.0
133943,0.17466169899999998,50,0,0.551765513,5833.0,17,0,2,0,2.0
49336,0.011084358,28,0,1285.0,,6,0,1,0,0.0
111368,0.9999998999999999,28,0,0.028017241000000002,2319.0,0,0,0,1,2.0
25626,0.011881082,64,0,0.39014520399999997,4200.0,3,0,2,0,0.0
49890,0.043832603,65,0,0.152699509,5500.0,6,0,1,0,1.0
49014,0.430569431,25,0,0.026512576,1470.0,1,0,0,0,0.0
80343,0.034708049,86,0,0.160611855,4183.0,19,0,0,0,0.0
98742,0.0,34,0,0.736122073,3800.0,5,0,1,0,0.0
92589,0.222686784,60,0,0.129148341,2500.0,6,0,1,0,0.0
15672,0.03990066,67,0,0.452410256,9749.0,15,0,2,0,1.0
59203,0.9999998999999999,63,4,0.5449654110000001,3902.0,6,1,2,1,0.0
97659,0.195119249,52,0,1839.0,,7,0,1,0,0.0
24148,0.01025403,65,3,1613.0,,18,0,1,0,0.0
77444,0.0,33,0,0.017767907,1800.0,7,0,0,0,0.0
139805,0.13047334900000002,36,0,0.331615753,2716.0,5,0,1,0,1.0
114828,0.610567515,49,0,0.781292985,2180.0,5,0,1,0,0.0
118318,0.00460177,67,0,0.153249057,4508.0,5,0,0,0,0.0
27061,0.07340189,54,0,0.315285495,8458.0,7,0,1,0,0.0
115182,0.034575406,35,0,0.174037253,8750.0,13,0,0,0,1.0
61999,0.0,23,0,0.0,764.0,2,0,0,0,0.0
97866,0.03766583,41,2,2569.0,0.0,13,0,2,0,2.0
68278,0.143015736,47,0,0.291539121,8166.0,13,0,1,0,4.0
119233,0.956171801,58,1,0.49735518,7750.0,11,0,2,0,2.0
128747,0.5502255389999999,44,0,0.39179821299999995,11972.0,10,0,1,0,3.0
16145,0.007729646,70,0,0.588172273,4666.0,15,0,3,0,0.0
1849,0.293554293,63,0,0.282177432,6300.0,8,0,1,0,0.0
113621,0.383478401,67,0,4368.0,,5,0,1,0,0.0
43152,0.549716626,51,1,0.233435542,7500.0,6,0,1,0,3.0
44682,0.9999998999999999,84,1,1813.0,,3,0,2,0,0.0
123048,0.905121825,40,0,0.41540170299999996,2700.0,8,0,0,0,0.0
87808,0.053813857,47,0,0.336878466,11000.0,14,0,2,0,3.0
17996,0.569002025,58,0,0.514182014,7438.0,12,0,1,0,0.0
79845,0.099390061,88,0,0.007248188000000001,4000.0,2,0,0,0,0.0
149922,0.031837683,67,0,1182.0,,5,0,1,0,0.0
52526,0.122133244,39,1,0.396262003,11663.0,19,0,2,0,1.0
99730,0.075983277,53,1,0.013866203999999998,30000.0,16,0,0,0,2.0
117874,0.118443971,35,0,0.37738593,5500.0,14,0,1,0,2.0
109476,0.309242703,60,0,0.716862865,6540.0,10,0,2,0,0.0
65375,0.135458167,51,0,0.008122576999999999,5416.0,1,0,0,0,0.0
26610,0.009558452,34,0,0.336133193,6666.0,13,0,1,0,2.0
68855,0.17427857300000002,40,0,1900.0,,6,0,1,0,2.0
122151,0.12434525199999999,44,0,0.505249125,6000.0,8,0,1,0,3.0
25720,0.013804708999999998,66,0,4850.0,,16,0,3,0,0.0
92747,0.49742778,50,0,0.375951996,8665.0,8,0,1,0,2.0
65921,0.9999998999999999,82,0,0.0,1996.0,0,0,0,0,0.0
34431,0.040619839,73,1,0.41572615700000004,8062.0,18,0,1,0,0.0
87457,0.066580175,78,1,3156.0,,17,0,3,0,0.0
149592,0.039589075,67,0,0.013502986000000002,3850.0,6,0,0,0,1.0
143914,0.040159147,76,0,0.29069767399999996,429.0,12,0,0,0,0.0
60007,0.430254555,50,5,0.205048255,6734.0,6,0,1,1,4.0
32620,0.031019,78,0,0.004475764,10500.0,3,0,0,0,0.0
144634,0.09722042199999999,65,0,0.471710691,12000.0,13,0,2,0,1.0
94071,0.160877641,54,0,0.404539927,7400.0,11,0,1,0,1.0
120950,1.01059788,31,0,0.6777418409999999,3400.0,6,0,2,0,0.0
136209,0.021287556000000003,61,0,52.0,,13,0,0,0,0.0
74850,0.625866213,54,0,0.89924001,4078.0,8,0,1,0,3.0
124980,0.135703189,54,2,0.307920637,6400.0,15,0,1,0,0.0
147439,0.041224365,71,0,1098.0,,20,0,1,0,0.0
42540,0.63976433,64,0,4458.0,,20,0,2,0,0.0
47486,0.843505216,59,0,0.39682969799999995,7380.0,7,0,2,0,0.0
35469,0.414890262,38,0,546.5,1.0,5,0,0,0,1.0
64205,0.0,26,0,0.686967113,820.0,4,0,0,0,0.0
72803,0.035181725,75,0,1270.0,,9,0,1,0,0.0
15816,0.845279247,56,0,0.135987475,4470.0,4,0,0,0,0.0
102852,0.714245136,59,0,0.28805857100000004,3960.0,3,0,1,0,0.0
27032,0.110583625,60,0,1471.0,0.0,7,0,1,0,3.0
50645,0.676264747,26,0,0.06691548900000001,3750.0,4,0,0,0,0.0
82692,0.131984845,67,0,0.20273694899999997,1972.0,6,0,0,0,0.0
7252,0.019770238,67,0,0.001855517,8083.0,5,0,0,0,0.0
80059,0.812204426,65,0,0.741833828,16500.0,16,0,3,0,3.0
31685,0.129778148,40,0,0.46617794100000004,3000.0,8,0,1,0,0.0
130615,1.0,28,0,0.216087577,2100.0,3,0,0,0,1.0
63548,0.409758965,27,1,0.33247918,1560.0,7,0,0,0,1.0
144292,0.533011272,30,1,0.19001387,6488.0,7,0,1,0,1.0
32646,0.9999998999999999,29,0,0.197740113,2300.0,2,0,0,0,4.0
89244,1.000192271,42,2,0.20628156600000003,6335.0,9,0,0,0,0.0
23694,0.5161311829999999,48,0,0.7764894040000001,2500.0,9,0,1,0,0.0
110342,0.200699816,43,0,0.37121883299999997,7900.0,10,0,2,0,0.0
94691,0.066668739,61,0,0.21417278899999997,10752.0,13,0,2,0,0.0
113221,0.022296963,67,0,0.29997333600000003,11250.0,9,0,1,0,0.0
105630,0.215571257,25,0,1.184313725,764.0,6,0,0,0,0.0
21350,0.0,61,0,0.0,2600.0,1,0,0,0,0.0
8237,0.136275951,56,0,0.473514779,6833.0,13,0,2,0,4.0
44656,0.9999998999999999,58,0,0.006856863,8166.0,2,0,0,0,0.0
144649,0.071856287,27,0,1.0,0.0,3,0,0,0,0.0
51421,0.25701857899999997,61,0,0.723128599,4167.0,18,0,1,0,0.0
18295,0.030713288999999998,52,0,71.0,,5,0,0,0,0.0
139424,0.044991144000000004,66,0,0.233135575,4550.0,12,0,1,0,1.0
116282,0.690661868,78,0,187.0,,2,0,0,0,0.0
140005,0.051705741,53,0,50.0,,4,0,0,0,0.0
36286,0.001024954,62,0,2.9220779219999997,1000.0,10,0,2,0,0.0
59821,0.0,77,0,0.0,3565.0,2,0,0,0,0.0
111864,0.9999998999999999,55,0,1357.0,,4,0,2,0,0.0
138672,0.9999998999999999,26,0,0.0781893,1700.0,0,0,0,0,0.0
141890,0.01930773,72,0,0.006971837,10900.0,8,0,0,0,0.0
83068,0.112459169,74,0,50.0,,1,0,0,0,0.0
60818,0.051132767999999995,69,0,0.225419664,2501.0,3,0,0,0,0.0
58325,0.16070970699999998,55,0,0.379690586,6075.0,10,0,4,0,0.0
147144,0.342746816,46,0,0.28367908,4000.0,9,0,1,0,1.0
57337,0.000517744,64,0,0.358826081,6916.0,26,0,2,0,1.0
96398,0.064763753,54,0,0.35800626799999996,6700.0,12,0,2,0,1.0
74316,0.260407226,51,1,0.328386972,5188.0,8,0,0,0,0.0
32297,0.0,61,0,939.0,,6,0,1,0,3.0
41325,1.152748037,22,3,0.200532978,1500.0,7,0,0,0,0.0
27471,0.0,58,0,2369.0,,13,0,2,0,1.0
17090,0.030141996,66,0,2024.0,,4,0,1,0,0.0
28355,0.913907285,23,0,264.0,,2,0,0,0,
94744,0.9999998999999999,25,0,148.0,,1,0,0,0,0.0
29637,0.931369236,40,0,0.262789535,6000.0,14,0,0,0,3.0
56073,0.081890203,41,0,0.270454924,6000.0,11,0,1,0,2.0
127073,0.009934843,64,0,4.0,,2,0,0,0,0.0
14992,0.108891109,60,0,0.10068219199999999,4250.0,6,0,1,0,0.0
125085,0.594628357,28,0,0.435102041,1224.0,4,0,0,0,0.0
140835,0.0,65,0,0.47321428600000004,3583.0,6,0,1,0,0.0
122668,0.031663462999999996,59,0,0.38343448799999996,2800.0,8,0,1,0,0.0
18006,0.015849801,68,0,0.158384162,10000.0,8,0,1,0,1.0
59655,0.080782094,51,1,0.541065562,7000.0,18,0,1,1,0.0
90824,0.0,45,0,0.214177772,14557.0,6,0,1,0,1.0
132502,0.204595135,32,0,0.509460907,2800.0,4,0,2,0,0.0
105058,1.021932654,62,0,0.282202267,6792.0,6,0,2,1,1.0
24756,0.004699765,40,0,0.009178322,4575.0,3,0,0,0,1.0
134342,0.285888273,42,0,0.434113177,5000.0,11,0,2,0,6.0
70114,0.9999998999999999,29,0,0.0,,0,3,0,0,0.0
87908,0.06878109,65,0,0.041591682000000005,5000.0,6,0,0,1,0.0
87930,0.9999998999999999,34,0,1742.0,,4,0,2,0,0.0
110224,0.011379801,35,0,0.28923046,9953.0,8,0,2,0,1.0
110461,0.276649515,80,0,0.9564684240000001,11416.0,8,0,4,0,0.0
102134,0.143981789,50,0,0.42804766299999997,12000.0,12,0,2,0,3.0
15094,0.0,23,0,0.15225335,820.0,2,0,0,0,0.0
27245,0.001646739,56,0,0.606263982,9833.0,9,0,3,0,0.0
126982,0.755297627,67,0,0.81984633,6116.0,12,0,2,0,0.0
108456,0.00546312,86,0,0.250875657,6851.0,14,0,1,0,0.0
65910,0.001009143,79,0,2.0,,5,0,0,0,
80811,0.047661370999999994,73,0,0.007664112,3000.0,4,0,0,0,0.0
47944,0.356064394,30,0,0.348988687,2916.0,9,0,1,0,0.0
125792,0.064901671,36,0,0.0079984,5000.0,7,0,0,0,0.0
81580,0.0,31,0,181.0,,2,0,0,0,0.0
10163,0.057388844,54,0,0.22605218100000002,5250.0,8,0,1,0,2.0
610,0.12480137599999999,62,0,0.5668944570000001,6584.0,15,0,2,0,0.0
131440,0.0,49,0,0.15603382,1300.0,3,0,0,0,0.0
38376,0.051244354000000006,70,0,0.212578742,10000.0,11,0,1,0,0.0
132201,0.054415219,68,0,0.042319227,3000.0,7,0,0,0,1.0
95951,0.01113097,72,0,0.160614302,6250.0,8,0,1,0,3.0
74094,0.052446304000000006,32,0,0.50264248,7000.0,13,0,3,0,0.0
14888,0.013999600000000001,83,0,13.0,,3,0,0,0,1.0
669,0.9999998999999999,75,0,8.0,,2,0,0,0,0.0
105654,0.11465821400000001,62,0,0.12864904,13804.0,8,0,2,0,0.0
17859,0.073653404,57,0,0.283039447,5500.0,9,1,1,0,0.0
116214,0.10667029300000001,69,0,0.159311597,12666.0,9,0,1,0,0.0
77344,0.28309593899999996,38,0,0.16448464699999998,4200.0,5,0,0,0,4.0
66633,0.691774008,31,0,0.557747961,3800.0,14,0,1,0,0.0
62380,0.055445833,86,3,0.026330408,9000.0,8,0,0,0,0.0
13659,0.25207231399999996,55,0,0.149057592,19099.0,13,0,1,0,0.0
119674,0.053768744,40,0,0.343522354,7000.0,17,0,2,0,0.0
98493,0.025331222,50,0,0.326229799,11261.0,4,0,2,0,2.0
114500,0.051351492,34,0,0.473741497,3674.0,5,0,2,0,2.0
148834,0.17534778399999998,79,1,0.330221704,1713.0,9,0,2,0,0.0
106275,0.329094183,48,0,0.268591772,7583.0,8,0,0,0,1.0
9068,0.692830717,44,0,0.529277349,3500.0,4,0,1,0,3.0
111993,0.032184891,48,0,1891.0,,17,0,1,0,0.0
135992,0.025179529,78,0,0.318501171,1280.0,5,0,1,0,0.0
56831,0.31310452899999996,48,0,0.8871193070000001,7157.0,15,0,2,0,0.0
43157,0.743705451,50,0,0.14557281800000002,15833.0,7,0,2,0,2.0
61848,0.352701224,60,1,1665.0,,11,0,1,0,0.0
94951,0.06022187,54,0,0.354202544,18000.0,12,0,4,0,1.0
34649,0.9999998999999999,65,0,0.6022211,1980.0,5,1,1,0,0.0
135311,0.515391553,64,0,0.130322473,12000.0,11,0,2,0,3.0
36863,0.48288961799999996,56,0,0.399975394,8127.0,22,0,1,0,0.0
6185,0.15593204900000002,45,0,1.18643813,6650.0,20,0,6,0,2.0
103941,0.083248613,63,1,0.27781511,10416.0,4,0,1,0,3.0
146720,0.342397703,73,0,0.296387365,5286.0,6,0,1,0,0.0
19021,0.26524198600000004,31,0,0.10937812400000001,5000.0,4,0,0,0,3.0
1455,0.822094232,76,0,325.0,,6,0,0,0,0.0
148216,0.180672773,51,0,0.33449023899999997,6914.0,13,0,1,0,2.0
56000,0.028239641,55,0,0.15860517400000002,8000.0,6,0,2,0,0.0
109926,0.9125371809999999,47,4,0.494822045,8400.0,12,0,3,0,3.0
48289,0.0,58,0,4729.0,,24,0,7,0,0.0
144495,0.250291657,47,1,0.45887004200000003,7840.0,12,0,2,0,1.0
897,0.0,39,0,0.551779288,2500.0,7,0,2,0,0.0
29247,0.37854868700000005,47,0,0.163214582,9655.0,18,0,0,0,1.0
100166,0.15749606300000002,75,0,0.5657161589999999,3050.0,10,0,1,0,0.0
50410,0.422138622,50,0,0.339088024,12916.0,22,0,1,0,4.0
22600,0.062645248,64,1,889.0,,9,0,1,0,
84708,0.795437678,43,0,0.401229823,6504.0,14,0,2,0,3.0
4339,0.38285791799999996,46,0,0.269569793,7600.0,9,0,1,0,3.0
5828,0.8682319829999999,32,0,1.202265911,3000.0,8,0,1,0,1.0
67624,0.840342591,34,0,0.255870323,6600.0,6,0,0,0,2.0
86075,0.056159255,77,0,0.02581511,38000.0,4,0,1,0,0.0
67775,0.319912006,62,0,0.143044276,3816.0,13,0,0,0,0.0
137411,0.8329104909999999,54,0,0.37875866,14000.0,10,0,2,0,3.0
128999,0.637903653,36,1,5113.0,,12,0,5,0,0.0
20226,0.919858483,56,0,0.524492234,2510.0,18,0,1,0,0.0
24290,0.226746273,48,0,4339.0,,9,0,2,0,0.0
42337,0.028808576000000002,54,0,0.023654439,2916.0,12,0,0,0,0.0
119018,0.13298791,53,0,43.0,,2,0,0,0,0.0
47209,0.022176364,41,0,0.007834496,8168.0,10,0,0,0,2.0
125526,0.01360778,85,0,0.14752116099999998,1653.0,4,0,0,0,0.0
117052,0.027283765,74,0,0.002401222,4580.0,4,0,0,0,0.0
67213,0.14717888699999998,26,0,0.17857142899999998,5711.0,5,0,1,0,1.0
53808,0.0,41,0,521.0,,9,0,1,1,0.0
43158,0.0,48,0,0.16876003399999998,10588.0,6,0,2,0,0.0
8076,0.016684186,81,0,0.101919045,6200.0,8,0,1,0,0.0
142913,0.072431254,54,0,0.782826055,6800.0,4,0,3,0,0.0
50828,0.03929869,79,0,0.121140841,3400.0,4,0,1,0,0.0
144106,0.18708129199999998,45,0,2238.0,,3,0,1,0,
131773,0.100126743,52,7,1855.0,,20,1,1,1,3.0
56443,0.665092409,45,0,0.47046843200000005,5400.0,9,0,2,0,5.0
93893,0.003042381,36,1,0.308288721,10833.0,11,0,4,0,2.0
81640,0.24586440199999998,30,0,0.721437423,4034.0,6,0,1,0,5.0
91284,0.38384066899999997,59,0,1343.0,,7,0,0,0,0.0
76792,0.019396121000000002,67,0,0.20076759100000002,11724.0,5,0,1,0,1.0
125675,0.653258338,34,0,0.275583056,2100.0,6,0,0,0,0.0
51873,0.0,45,0,1125.0,,6,0,1,0,0.0
100652,0.405882843,33,0,0.505919495,3800.0,6,0,1,0,0.0
89724,0.00739319,63,0,6006.0,,11,0,3,0,0.0
113349,0.02087318,61,0,40.0,,4,0,0,0,3.0
109199,0.08428805199999999,71,0,0.26299600100000003,3250.0,6,0,1,0,1.0
6922,0.966871435,38,0,0.284302421,6070.0,4,0,1,0,1.0
78590,0.9820007059999999,31,0,0.566527524,7665.0,7,0,2,0,0.0
32337,0.42571618899999997,25,1,0.656516443,820.0,3,0,0,1,0.0
105926,0.0,62,0,2619.0,,6,0,3,0,0.0
89102,0.5833963529999999,65,0,0.071930946,3127.0,9,0,0,0,0.0
102204,0.122848822,76,0,0.096874393,5150.0,8,0,1,0,1.0
99279,0.348781778,53,0,0.251004554,7465.0,9,0,1,0,0.0
22275,0.033168123,47,0,0.20770942899999997,9883.0,14,0,2,0,0.0
131038,0.19891120199999998,53,0,0.286042427,7400.0,18,0,1,1,0.0
141093,0.154263675,54,0,0.14924597,7691.0,7,0,1,0,0.0
61943,0.292172707,62,0,3663.0,,12,0,2,0,2.0
70620,0.032928942999999995,31,0,0.611476835,8050.0,5,0,2,0,0.0
77894,0.081254247,32,0,0.053459119000000006,6041.0,3,0,0,0,0.0
71371,0.034573917999999995,67,0,2383.0,,5,0,1,0,
115685,0.01029897,76,0,3.0,,2,0,0,0,0.0
44597,0.9999998999999999,74,0,3618.0,,2,0,1,0,
90300,0.0,41,0,0.0,3507.0,3,0,0,0,3.0
143735,0.9999998999999999,48,1,0.190819515,4160.0,2,0,1,0,2.0
114986,0.0,44,0,0.040225829,1416.0,2,0,0,0,2.0
113540,0.021622979,41,0,1378.0,,7,0,1,0,0.0
108463,0.983560801,62,0,0.481358419,23173.0,12,0,2,0,1.0
56891,0.9999998999999999,37,0,1275.0,,4,0,2,0,0.0
66336,0.522084452,27,0,0.687862428,5000.0,8,0,1,0,0.0
71619,0.420927214,55,0,0.27316040199999997,17000.0,11,0,2,0,1.0
22325,0.025544736000000002,68,0,21.0,,5,0,0,0,0.0
116649,0.889551883,47,0,0.232773397,2916.0,15,1,0,0,1.0
16112,0.074557018,38,0,1.07928048,1500.0,6,0,2,0,1.0
9522,0.0446703,54,0,0.272220794,11666.0,7,0,2,0,2.0
77778,0.714491905,62,5,0.538161994,7703.0,15,0,3,1,0.0
82647,0.08607789699999999,55,0,0.6969205829999999,4935.0,11,0,2,0,0.0
45397,0.059329738,36,0,0.232137733,10454.0,4,0,2,0,0.0
63797,0.004062415,86,0,0.089504771,2200.0,6,0,0,0,0.0
140940,0.0,46,0,0.248488485,21666.0,4,0,2,0,4.0
22182,0.047529395999999995,55,2,0.896131805,2791.0,20,0,1,0,1.0
75415,0.138374363,49,0,2162.0,,6,0,2,0,0.0
146332,0.17320141,45,0,0.073483775,26100.0,10,0,1,0,2.0
118553,0.030720516,41,0,0.803549113,4000.0,6,0,1,0,0.0
118112,0.7328571429999999,55,4,2418.0,,8,1,0,3,1.0
27428,0.006161099000000001,93,0,6.0,,3,0,0,0,
32491,0.039456016000000003,80,0,0.54620462,605.0,6,0,0,0,0.0
54922,0.7385456570000001,40,0,0.474944934,3631.0,10,0,0,0,0.0
30578,0.0,85,1,0.160279907,3000.0,5,0,0,0,0.0
102139,0.938252682,65,0,2221.0,,6,0,1,0,0.0
112003,0.241787886,57,0,0.16454792199999999,7000.0,10,0,0,0,0.0
82282,0.032246466,33,0,0.0054418240000000005,7717.0,6,0,0,0,0.0
109586,0.11828949400000001,35,0,548.0,,6,0,1,0,0.0
21723,0.643531256,60,0,0.263720151,4773.0,10,0,0,0,0.0
106413,0.536263389,43,1,1.589337776,2400.0,8,0,2,0,3.0
11907,0.233196669,47,0,0.571706799,5647.0,17,0,2,1,3.0
648,0.044842922,51,0,0.23358954,11318.0,5,0,1,0,2.0
105254,0.001596838,77,0,0.001171417,2560.0,6,0,0,0,0.0
91228,0.092740011,43,0,0.230756552,18200.0,14,0,3,0,4.0
91014,0.0,77,0,0.636515115,4200.0,6,0,2,0,0.0
8287,0.7659422509999999,39,0,0.13439113,5230.0,4,0,0,0,2.0
82493,0.089527365,61,0,0.00949136,4108.0,3,0,0,0,0.0
86491,0.040401851,63,0,76.0,,6,0,0,0,0.0
123152,0.215036676,36,0,0.185504027,3600.0,5,0,0,0,1.0
